index,threshold,precision_30,precision_30_std,recall_30,recall_30_std,precision_exp,precision_exp_std,recall_exp,recall_exp_std
0,0.47,0.9807633836882486,0.0010987150123710201,0.9314847848260944,0.0031917410540456374,1.0,0.0,0.9279999999999999,0.01599999999999997
0,0.48,0.9812717413986004,0.001032853675697856,0.9294594383295516,0.003430721499073194,1.0,0.0,0.9279999999999999,0.01599999999999997
0,0.49,0.981902152896755,0.0008794198875147934,0.9271595765691562,0.003371605068664969,1.0,0.0,0.9279999999999999,0.01599999999999997
0,0.05,0.9399288735826031,0.0007514779043431509,0.9879999333061311,0.0013920192818936228,0.96,0.0,1.0,0.0
0,0.5,0.9823722134824766,0.0009864423518581272,0.9254908229561124,0.0033943368079198486,1.0,0.0,0.9279999999999999,0.01599999999999997
0,0.51,0.9827175035598359,0.0011493516994152582,0.923861967906344,0.0031414014306036177,1.0,0.0,0.9279999999999999,0.01599999999999997
0,0.52,0.9831911675194249,0.0010018905524520657,0.9222425107331761,0.003085338619737034,1.0,0.0,0.9279999999999999,0.01599999999999997
0,0.53,0.9838150365077443,0.0007864089422395985,0.9204228043508541,0.0032152624760298293,1.0,0.0,0.9279999999999999,0.01599999999999997
0,0.54,0.9843941488039286,0.0008528100940171856,0.9188389180884465,0.0031531069022224982,1.0,0.0,0.9279999999999999,0.01599999999999997
0,0.55,0.9849744830439688,0.0009307366780761881,0.9172105658872585,0.0030758545454134287,1.0,0.0,0.9279999999999999,0.01599999999999997
0,0.56,0.985400091411889,0.0008243566053598502,0.9153103724958755,0.0031516795036820927,1.0,0.0,0.9279999999999999,0.01599999999999997
0,0.57,0.9855526811422752,0.0008411257659059122,0.9137207959398967,0.0032553444806516386,1.0,0.0,0.9200000000000002,1.1102230246251565e-16
0,0.58,0.9858879644771064,0.0010642371449772934,0.9123818209419248,0.0033800325618153267,1.0,0.0,0.9200000000000002,1.1102230246251565e-16
0,0.59,0.9860489013108763,0.0009774095144990647,0.9112167337711025,0.0036852682503320027,1.0,0.0,0.9200000000000002,1.1102230246251565e-16
0,0.06,0.9418239514903926,0.0008192487480822581,0.9857053466815963,0.0014447229589466383,0.96,0.0,1.0,0.0
0,0.6,0.9862039133735958,0.001034270373793584,0.9096048331011584,0.0037504703620110714,1.0,0.0,0.9200000000000002,1.1102230246251565e-16
0,0.61,0.9863081268918277,0.0009845652167052535,0.9080132467965905,0.0037512914590146647,1.0,0.0,0.9200000000000002,1.1102230246251565e-16
0,0.62,0.9865641219403853,0.0009452487469902118,0.9062707584706624,0.0035208923784186626,1.0,0.0,0.9120000000000001,0.016000000000000014
0,0.63,0.9866945685848989,0.0009772772510087439,0.9046581940053311,0.003773426737255459,1.0,0.0,0.9120000000000001,0.016000000000000014
0,0.64,0.9868521646188411,0.0009099347212762388,0.9030958428792986,0.0035374310594179807,1.0,0.0,0.9040000000000001,0.01959591794226544
0,0.65,0.9871349263319165,0.0008229936999187303,0.9011913822250512,0.003760551680255187,1.0,0.0,0.9040000000000001,0.01959591794226544
0,0.66,0.9871853231320852,0.0007483208572558485,0.8993389493878625,0.0034863625817795293,1.0,0.0,0.8960000000000001,0.01959591794226544
0,0.67,0.9872407928967529,0.0007047931404487641,0.8977681604604673,0.003324184029995476,1.0,0.0,0.8960000000000001,0.01959591794226544
0,0.68,0.987320175850676,0.0007038628932755004,0.8960355894389351,0.0036626396531327125,1.0,0.0,0.8800000000000001,1.1102230246251565e-16
0,0.69,0.9875016504121985,0.0006121327421817343,0.8941711753697407,0.0040173611638124876,1.0,0.0,0.8720000000000001,0.016000000000000014
0,0.07,0.9434422647908385,0.0009665763588798102,0.9838079850689976,0.0011664387613711832,0.96,0.0,1.0,0.0
0,0.7,0.9878862891514044,0.0005641895950438036,0.891976541087895,0.003858671632918148,1.0,0.0,0.8720000000000001,0.016000000000000014
0,0.71,0.9880411779477957,0.0005769330025452071,0.8899009094438404,0.0037716921279301375,1.0,0.0,0.8720000000000001,0.016000000000000014
0,0.72,0.9882526306699967,0.0006981055518286144,0.8880421891717726,0.0038322169781129785,1.0,0.0,0.8720000000000001,0.016000000000000014
0,0.73,0.9883827153607834,0.0007451061244484077,0.885917522488876,0.0037629363772795615,1.0,0.0,0.8720000000000001,0.016000000000000014
0,0.74,0.9886388251653692,0.0006870222032921181,0.8833839467868281,0.004034037597568815,1.0,0.0,0.8720000000000001,0.016000000000000014
0,0.75,0.9889249484623164,0.0007582966083190521,0.8810682775870878,0.003593531627721605,1.0,0.0,0.8720000000000001,0.016000000000000014
0,0.76,0.9890510860645657,0.0008746577460869798,0.8784038642843957,0.003923956589069567,1.0,0.0,0.8720000000000001,0.016000000000000014
0,0.77,0.9892525143057925,0.0009075439041307984,0.8753990903849665,0.003747426903009571,1.0,0.0,0.8640000000000001,0.01959591794226544
0,0.78,0.9895865614899753,0.0010283630501365356,0.8721764632627069,0.0035785313334250678,1.0,0.0,0.8560000000000001,0.01959591794226544
0,0.79,0.9899445283321395,0.0008592570843636029,0.8687254142499358,0.0029526971781470156,1.0,0.0,0.8480000000000001,0.029933259094191523
0,0.08,0.9452821811544936,0.001144097090909857,0.9815293097148633,0.0010596792690228502,0.96,0.0,1.0,0.0
0,0.8,0.9900652888207688,0.0009571472082047712,0.8651991903717811,0.0029007081327276064,1.0,0.0,0.8400000000000001,0.02529822128134702
0,0.81,0.9902723491784693,0.0009672790212172089,0.862082141582525,0.0032008529747756666,1.0,0.0,0.8320000000000001,0.039191835884530846
0,0.82,0.990444539367464,0.0009736745512986087,0.8581429521607126,0.0032477700732096923,1.0,0.0,0.8320000000000001,0.039191835884530846
0,0.83,0.9906412101621974,0.0008952271622179025,0.853927890963252,0.0029303088589107905,1.0,0.0,0.808,0.0466476151587624
0,0.84,0.9909134447231047,0.0009473105209268041,0.8488782363379924,0.0027300020842466097,1.0,0.0,0.8,0.04381780460041329
0,0.85,0.9913288405968474,0.001158093458206762,0.843853979210661,0.0026171451480155776,1.0,0.0,0.784,0.047999999999999994
0,0.86,0.9915524189286368,0.0011306619688196305,0.8385908720634803,0.0029574068406068633,1.0,0.0,0.76,0.05059644256269404
0,0.87,0.9919725307961222,0.0011557044767865625,0.8331263605268511,0.0034199928561607375,1.0,0.0,0.752,0.05306599664568638
0,0.88,0.9920612227180644,0.0011137884534793024,0.8277554311875365,0.003777031586001041,1.0,0.0,0.744,0.05425863986500212
0,0.89,0.9923652854263999,0.0010002574827248257,0.821133378452374,0.004025446555429633,1.0,0.0,0.728,0.053065996645686404
0,0.09,0.9470170602261391,0.0013296250821403014,0.9793556046339684,0.0012943849315525625,0.96,0.0,1.0,0.0
0,0.9,0.992558761888415,0.0010671307612863472,0.8144049971047733,0.004013681287912137,1.0,0.0,0.72,0.04381780460041329
0,0.91,0.9930363146743858,0.0011001827201382393,0.8068573599138326,0.004347469497261051,1.0,0.0,0.712,0.046647615158762396
0,0.92,0.9932826137527139,0.0010757365851304461,0.7984855587628494,0.004453220700982588,1.0,0.0,0.704,0.04079215610874226
0,0.93,0.9934380610874805,0.0010228012827523912,0.7889984124259939,0.005109719263412919,1.0,0.0,0.68,0.050596442562694056
0,0.94,0.993770551533761,0.0012133759084549166,0.7785945331362647,0.0054048239983648435,1.0,0.0,0.664,0.047999999999999994
0,0.95,0.9940882246359596,0.001222972122667212,0.7651284342184604,0.006271330478824462,1.0,0.0,0.656,0.04079215610874228
0,0.96,0.9943600215408503,0.0012907525824673006,0.7485085833242938,0.006825471049053788,1.0,0.0,0.6160000000000001,0.04079215610874228
0,0.97,0.9947035518590637,0.0012499135409466534,0.7263398901415025,0.008435834265559626,1.0,0.0,0.5760000000000001,0.04079215610874226
0,0.98,0.9949893004098517,0.0012357396884437502,0.6979932113968763,0.00958412535037518,1.0,0.0,0.552,0.016000000000000014
0,0.99,0.9957762424299711,0.001331229860931029,0.6524963988897295,0.009975682907152388,1.0,0.0,0.528,0.029933259094191558
